BeamType;X_Pos;SuppL_Pos;SuppR_Pos;Calc_factor;Calc_const;Finger_pressed;Press_Distance;Press_force;Deviation_Finger_1(Right);Deviation_Finger_2;Deviation_Finger_3;Deviation_Finger_4;Deviation_Finger_5;Deviation_Finger_6;Deviation_Finger_7;Deviation_Finger_8;Note
CF500 SL2 (21/112) 130058;1262.737;199.9792;198.0045;0.9;5.2;4;287.386;289.5476;0.001;-0.3903803;-0.7495532;-1.046962;-0.6891093;-0.6072688;0.001;0.001;
CF500 SL2 (21/112) 130058;1262.737;199.9792;198.0045;0.9;5.2;4;287.386;289.5476;0.001;-0.3903803;-0.7495532;-1.046962;-0.6891093;-0.6072688;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1262.737;199.9792;198.0045;0.9;5.2;4;287.386;289.5476;0.001;2.102265;4.065152;5.653168;4.427518;1.879655;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1263.663;199.9795;198.0045;0.9;5.2;4;289.377;354.4562;0.001;-0.9904436;-2.135135;-2.480323;-1.869014;-1.224178;0.001;0.001;
CF500 SL2 (21/112) 130058;1263.663;199.9795;198.0045;0.9;5.2;4;289.377;354.4562;0.001;0.9033819;1.735257;2.171834;1.729634;0.5287519;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1262.855;199.9792;198.0045;0.9;5.2;4;287.4725;290.8991;0.001;-0.4989924;-1.079612;-1.510997;-1.194244;-0.9147639;0.001;0.001;
CF500 SL2 (21/112) 130058;1262.855;199.9792;198.0045;0.9;5.2;4;287.4725;290.8991;0.001;1.254586;2.317387;2.903062;2.532193;1.043076;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1264.75;199.979;198.0045;0.9;5.2;4;288.059;309.955;0.001;-0.4206233;-1.003364;-1.461097;-0.9609446;-0.6741061;0.001;0.001;
CF500 SL2 (21/112) 130058;1264.75;199.979;198.0045;0.9;5.2;4;288.059;309.955;0.001;-0.4206233;-1.003364;-1.461097;-0.9609446;-0.6741061;0.001;0.001;within limits
CF500 SL2 (21/112) 130056;1264.75;199.979;198.0045;0.9;5.2;4;288.059;309.955;0.001;1.157544;2.248013;2.448521;1.847363;0.7454039;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1261.602;199.9788;198.0045;0.9;5.2;4;287.2623;287.3889;0.001;-0.1545443;-0.4319796;-1.058795;-0.8605685;-0.5714106;0.001;0.001;
CF500 SL2 (21/112) 130056;1593.766;335.4863;198.0045;0.7;3.3;3;282.8326;137.7429;0.001;-0.3340067;-0.7566332;-1.334766;-1.036525;-0.6553683;0.001;0.001;
CF500 SL2 (21/112) 130056;1593.766;335.4863;198.0045;0.7;3.3;3;282.8326;137.7429;0.001;-0.3340067;-0.7566332;-1.334766;-1.036525;-0.6553683;0.001;0.001;within limits
CF500 SL2 (21/112) 130056;1593.766;335.4863;198.0045;0.7;3.3;3;282.8326;137.7429;0.001;1.215981;2.22902;2.652276;1.720689;0.5542303;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1256.755;200.0178;198.0045;0.9;5.2;4;287.4041;287.9631;0.001;-0.227653;-0.6760211;-1.212116;-1.353549;-0.9639124;0.001;0.001;
CF500 SL2 (21/112) 130056;1593.264;335.4863;198.0045;0.7;3.3;3;282.561;128.4134;0.001;-0.3449435;-0.8948855;-1.391708;-1.463027;-1.002971;0.001;0.001;
CF500 SL2 (21/112) 130056;1593.264;335.4863;198.0045;0.7;3.3;3;282.561;128.4134;0.001;1.035;1.793275;2.011605;1.180939;0.2361608;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1255.432;200.0139;198.0045;0.9;5.2;4;287.4263;283.316;0.001;-0.1676668;-0.6286196;-1.225833;-1.407951;-1.034625;0.001;0.001;
CF500 SL2 (21/112) 130056;1599.854;335.4855;198.0045;0.7;3.3;3;283.1832;148.7227;0.001;0.4982763;1.306218;1.440793;0.9183622;0.10104807;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1262.661;200.0161;198.0045;0.9;5.2;4;286.6614;260.2681;0.001;-0.5837016;-0.9381594;-1.471866;-1.31734;-1.00967;0.001;0.001;
CF500 SL2 (21/112) 130056;1262.661;200.0161;198.0045;0.9;5.2;4;286.6614;260.2681;0.001;0.938397;1.970456;2.193787;1.564198;0.5289961;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1262.661;200.0108;198.0045;0.9;5.2;4;287.5994;287.1513;0.001;-0.3834452;-0.7453875;-1.358127;-1.198902;-0.8942637;0.001;0.001;
CF500 SL2 (21/112) 130056;1262.661;200.0108;198.0045;0.9;5.2;4;287.5994;287.1513;0.001;0.8898512;1.800748;2.034775;1.298371;0.2833143;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1255.508;200.0101;198.0045;0.9;5.2;4;287.2992;278.8507;0.001;-0.3441386;-0.581531;-1.074748;-1.19868;-0.9362368;0.001;0.001;
CF500 SL2 (21/112) 130056;1602.862;335.4855;198.0045;0.7;3.3;3;283.1041;143.0547;0.001;-0.5766596;-1.022357;-1.422698;-1.425682;-1.062084;0.001;0.001;
CF500 SL2 (21/112) 130056;1602.862;335.4855;198.0045;0.7;3.3;3;283.1041;143.0547;0.001;0.4748846;1.206391;1.567898;0.576531;-0.1274637;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1267.745;200.014;198.0045;0.9;5.2;4;286.6187;262.4627;0.001;-0.7316889;-1.156154;-1.486568;-1.831005;-1.306529;0.001;0.001;
CF500 SL2 (21/112) 130056;1267.745;200.014;198.0045;0.9;5.2;4;286.6187;262.4627;0.001;0.9255758;1.83149;2.097771;1.300557;0.4190069;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1267.746;200.0104;198.0045;0.9;5.2;4;287.6663;291.2057;0.001;-0.3983759;-0.8303027;-1.421565;-1.439113;-0.8988299;0.001;0.001;
CF500 SL2 (21/112) 130056;1267.746;200.0104;198.0045;0.9;5.2;4;287.6663;291.2057;0.001;0.9474455;1.881554;2.155083;1.660943;0.6460997;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1261.994;200.0101;198.0045;0.9;5.2;4;287.5302;286.8169;0.001;-0.3328318;-0.6864466;-1.198726;-0.9520869;-0.6807322;0.001;0.001;
CF500 SL2 (21/112) 130056;1261.994;200.0101;198.0045;0.9;5.2;4;287.5302;286.8169;0.001;-0.3328318;-0.6864466;-1.198726;-0.9520869;-0.6807322;0.001;0.001;within limits
CF500 SL2 (21/112) 130056;1261.994;200.0101;198.0045;0.9;5.2;4;287.5302;286.8169;0.001;2.314679;4.483098;5.803902;3.907284;1.752873;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130056;1262.99;200.01;198.0045;0.9;5.2;4;289.4567;340.3136;0.001;-0.7905535;-1.649604;-2.472999;-2.608825;-1.487476;0.001;0.001;
CF500 SL2 (21/112) 130058;1262.99;200.01;198.0045;0.9;5.2;4;289.4567;340.3136;0.001;1.316273;2.518048;3.281937;2.688126;1.379437;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1264.732;200.0098;198.0045;0.9;5.2;4;287.9187;308.1984;0.001;-0.4615855;-1.118282;-1.378993;-0.913299;-0.4353556;0.001;0.001;
CF500 SL2 (21/112) 130058;1264.732;200.0098;198.0045;0.9;5.2;4;287.9187;308.1984;0.001;-0.4615855;-1.118282;-1.378993;-0.913299;-0.4353556;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1264.732;200.0098;198.0045;0.9;5.2;4;287.9187;308.1984;0.001;0.9655424;2.043835;2.695874;2.385335;1.063664;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1261.48;200.0096;198.0045;0.9;5.2;4;288.0081;311.279;0.001;-0.6100154;-1.12944;-1.500503;-0.9266009;-0.5966715;0.001;0.001;
CF500 SL2 (21/112) 130058;1261.48;200.0096;198.0045;0.9;5.2;4;288.0081;311.279;0.001;-0.6100154;-1.12944;-1.500503;-0.9266009;-0.5966715;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1261.48;200.0096;198.0045;0.9;5.2;4;288.0081;311.279;0.001;1.031274;2.155808;2.869458;2.346856;1.140759;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1261.431;200.0095;198.0045;0.9;5.2;4;288.1228;311.0324;0.001;-0.5775523;-1.140541;-1.335525;-0.8905177;-0.4682955;0.001;0.001;
CF500 SL2 (21/112) 130058;1261.431;200.0095;198.0045;0.9;5.2;4;288.1228;311.0324;0.001;-0.5775523;-1.140541;-1.335525;-0.8905177;-0.4682955;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1261.431;200.0095;198.0045;0.9;5.2;4;288.1228;311.0324;0.001;1.081406;2.373097;3.015416;2.388531;0.7597204;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1259.8;200.0092;198.0045;0.9;5.2;4;287.8887;309.1119;0.001;-0.5223689;-0.8870692;-1.243774;-0.919723;-0.8662981;0.001;0.001;
CF500 SL2 (21/112) 130058;1259.8;200.0092;198.0045;0.9;5.2;4;287.8887;309.1119;0.001;1.176083;2.239575;2.988965;2.392274;1.066033;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1262.321;200.0091;198.0045;0.9;5.2;4;287.8062;297.8268;0.001;-0.7179637;-1.608051;-1.95969;-1.512241;-0.9169077;0.001;0.001;
CF500 SL2 (21/112) 130058;1262.321;200.0091;198.0045;0.9;5.2;4;287.8062;297.8268;0.001;1.160187;2.133011;2.572613;2.194581;0.9704023;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1258.488;200.0089;198.0045;0.9;5.2;4;287.8825;290.7497;0.001;-0.658523;-1.54742;-2.235393;-1.619293;-0.9221873;0.001;0.001;
CF500 SL2 (21/112) 130058;1258.488;200.0089;198.0045;0.9;5.2;4;287.8825;290.7497;0.001;1.054387;2.086342;2.654488;2.08175;0.6394544;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1255.286;200.0084;198.0045;0.9;5.2;4;287.5321;294.1622;0.001;-0.5496096;-1.179054;-1.674125;-1.346111;-1.068012;0.001;0.001;
CF500 SL2 (21/112) 130058;1255.286;200.0084;198.0045;0.9;5.2;4;287.5321;294.1622;0.001;1.103509;2.281064;3.01043;2.438332;1.168313;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1255.232;200.0083;198.0045;0.9;5.2;4;287.9608;303.6373;0.001;-0.7732806;-1.498764;-1.851081;-1.366779;-0.7229342;0.001;0.001;
CF500 SL2 (21/112) 130058;1255.232;200.0083;198.0045;0.9;5.2;4;287.9608;303.6373;0.001;1.188245;2.172822;2.528557;2.186047;0.9590383;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1256.593;200.0081;198.0045;0.9;5.2;4;287.6963;288.5013;0.001;-0.4526553;-1.145564;-1.780769;-1.281181;-0.7977976;0.001;0.001;
CF500 SL2 (21/112) 130058;1256.593;200.0081;198.0045;0.9;5.2;4;287.6963;288.5013;0.001;-0.4526553;-1.145564;-1.780769;-1.281181;-0.7977976;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1256.593;200.0081;198.0045;0.9;5.2;4;287.6963;288.5013;0.001;1.033959;1.985398;2.469456;2.043812;0.8085409;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1257.642;200.008;198.0045;0.9;5.2;4;287.7785;295.7143;0.001;-0.3961482;-0.878303;-1.352378;-1.014697;-0.6915583;0.001;0.001;
CF500 SL2 (21/112) 130058;1257.642;200.008;198.0045;0.9;5.2;4;287.7785;295.7143;0.001;-0.3961482;-0.878303;-1.352378;-1.014697;-0.6915583;0.001;0.001;within limits
CF500 SL2 (21/112) 130057;1257.642;200.008;198.0045;0.9;5.2;4;287.7785;295.7143;0.001;1.150727;2.377949;2.805359;2.237176;1.009213;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130057;1256.866;200.008;198.0045;0.9;5.2;4;288.1636;302.0749;0.001;-0.4103579;-0.8605112;-1.479206;-1.137611;-0.7318453;0.001;0.001;
CF500 SL2 (21/112) 130057;1256.866;200.008;198.0045;0.9;5.2;4;288.1636;302.0749;0.001;-0.4103579;-0.8605112;-1.479206;-1.137611;-0.7318453;0.001;0.001;within limits
CF500 SL2 (21/112) 130057;1256.866;200.008;198.0045;0.9;5.2;4;288.1636;302.0749;0.001;0.9255338;1.742879;2.091706;1.475857;0.4010206;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130057;1259.024;200.008;198.0045;0.9;5.2;4;287.3048;284.0592;0.001;-0.4802966;-1.063632;-1.67527;-1.457946;-1.052074;0.001;0.001;
CF500 SL2 (21/112) 130057;1259.024;200.008;198.0045;0.9;5.2;4;287.3048;284.0592;0.001;1.391778;2.474969;2.870213;2.270028;0.8522077;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130057;1258.171;200.0077;198.0045;0.9;5.2;4;287.578;304.6762;0.001;-0.04669516;-0.5125956;-1.182331;-0.9618143;-0.7194323;0.001;0.001;
CF500 SL2 (21/112) 130057;1397.376;200.0074;161.5101;0.7;2.7;3;283.5145;92.98476;0.001;-0.1587405;-0.7515368;-1.309524;-1.056064;-0.7553324;0.001;0.001;
CF500 SL2 (21/112) 130057;1597.267;200.0074;161.5024;0.7;2.7;3;283.4783;90.42496;0.001;-0.1784128;-0.7533412;-1.324455;-1.091262;-0.7739977;0.001;0.001;
CF500 SL2 (21/112) 130057;1592.615;200.0074;161.5024;0.7;2.7;3;283.5376;91.52106;0.001;-0.1921725;-0.7529711;-1.341724;-1.058525;-0.7765307;0.001;0.001;
CF500 SL2 (21/112) 130057;1593.335;200.0073;161.5024;0.7;2.7;3;283.5161;91.31183;0.001;-0.1884417;-0.7701754;-1.328498;-1.072864;-0.7665476;0.001;0.001;
CF500 SL2 (21/112) 130057;1597.024;200.0071;161.5021;0.7;2.7;3;283.45;89.31388;0.001;0.7107092;1.573239;2.059018;1.535161;0.4827886;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130057;1257.858;200.0071;197.9851;0.9;5.2;4;287.238;279.9582;0.001;-0.6769557;-1.219707;-1.672916;-1.394916;-0.9419588;0.001;0.001;
CF500 SL2 (21/112) 130057;1257.858;200.0071;197.9851;0.9;5.2;4;287.238;279.9582;0.001;0.3095403;0.9152113;1.227677;0.7203451;-0.07343237;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130057;1257.857;200.0071;198.0047;0.9;5.2;4;286.8867;263.116;0.001;-0.6464114;-1.058876;-1.360702;-1.37458;-1.098541;0.001;0.001;
CF500 SL2 (21/112) 130057;1257.857;200.0071;198.0047;0.9;5.2;4;286.8867;263.116;0.001;0.9168707;2.017018;2.433678;1.830979;0.6544157;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130057;1257.182;200.0071;198.0045;0.9;5.2;4;287.6656;302.5277;0.001;-0.4357638;-0.7294421;-1.247123;-1.053932;-0.8006091;0.001;0.001;
CF500 SL2 (21/112) 130057;1257.182;200.0071;198.0045;0.9;5.2;4;287.6656;302.5277;0.001;0.612393;1.536732;2.048283;1.533112;0.4219442;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130057;1257.008;200.0071;198.0045;0.9;5.2;4;287.376;295.7203;0.001;-0.6048274;-0.9437327;-1.262519;-1.068305;-0.8384242;0.001;0.001;
CF500 SL2 (21/112) 130057;1257.008;200.0071;198.0045;0.9;5.2;4;287.376;295.7203;0.001;0.950501;1.888993;2.324067;1.698842;0.5347753;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130057;1255.946;200.0068;198.0045;0.9;5.2;4;287.5471;293.2135;0.001;-0.4663386;-0.9986834;-1.51902;-1.319488;-0.9269938;0.001;0.001;
CF500 SL2 (21/112) 130057;1255.946;200.0068;198.0045;0.9;5.2;4;287.5471;293.2135;0.001;0.8734251;1.779889;2.234437;1.64177;0.6359449;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130057;1255.482;200.0067;198.0045;0.9;5.2;4;287.6358;290.5938;0.001;-0.5732989;-1.145519;-1.652317;-1.372154;-0.8627428;0.001;0.001;
CF500 SL2 (21/112) 130057;1255.482;200.0067;198.0045;0.9;5.2;4;287.6358;290.5938;0.001;0.9081808;1.89201;2.428788;1.906205;0.6754576;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130057;1255.228;200.0065;198.0045;0.9;5.2;4;287.5885;290.4591;0.001;-0.7858653;-1.61428;-2.210811;-1.769931;-1.142047;0.001;0.001;
CF500 SL2 (21/112) 130058;1255.228;200.0065;198.0045;0.9;5.2;4;287.5885;290.4591;0.001;1.180829;2.242123;2.74104;2.331933;1.221814;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1258.441;200.0065;198.0045;0.9;5.2;4;287.9713;291.0097;0.001;-0.6167521;-1.392414;-1.877418;-1.302043;-0.6010852;0.001;0.001;
CF500 SL2 (21/112) 130058;1258.441;200.0065;198.0045;0.9;5.2;4;287.9713;291.0097;0.001;1.018815;2.000996;2.576432;2.06815;0.939488;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1258.32;200.0062;198.0045;0.9;5.2;4;287.7488;301.4692;0.001;-0.5849108;-1.326999;-1.732997;-1.364959;-0.8042483;0.001;0.001;
CF500 SL2 (21/112) 130058;1258.32;200.0062;198.0045;0.9;5.2;4;287.7488;301.4692;0.001;1.13044;2.283787;2.828362;2.475575;1.025429;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1258.809;200.0062;198.0045;0.9;5.2;4;287.9967;297.1023;0.001;-0.6262393;-1.268066;-1.823772;-1.23418;-0.7847972;0.001;0.001;
CF500 SL2 (21/112) 130058;1258.809;200.0062;198.0045;0.9;5.2;4;287.9967;297.1023;0.001;1.090066;2.162125;2.733887;2.2869;1.161442;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1255.376;200.0062;198.0047;0.9;5.2;4;287.7973;296.4357;0.001;-0.63137;-1.351779;-1.749526;-1.266059;-0.6585078;0.001;0.001;
CF500 SL2 (21/112) 130058;1255.376;200.0062;198.0047;0.9;5.2;4;287.7973;296.4357;0.001;-0.63137;-1.351779;-1.749526;-1.266059;-0.6585078;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1255.376;200.0062;198.0047;0.9;5.2;4;287.7973;296.4357;0.001;1.269925;2.24667;2.694726;2.32227;1.019948;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1254.148;200.0061;198.0045;0.9;5.2;4;287.8258;302.2385;0.001;-0.3122057;-0.9405627;-1.490451;-1.001655;-0.6553607;0.001;0.001;
CF500 SL2 (21/112) 130058;1254.148;200.0061;198.0045;0.9;5.2;4;287.8258;302.2385;0.001;-0.3122057;-0.9405627;-1.490451;-1.001655;-0.6553607;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1254.148;200.0061;198.0045;0.9;5.2;4;287.8258;302.2385;0.001;0.7047392;1.716431;2.45525;2.092782;1.035016;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1254.925;200.0059;198.0045;0.9;5.2;4;287.6018;291.6083;0.001;-0.9466586;-1.555469;-1.70634;-1.130969;-0.5857501;0.001;0.001;
CF500 SL2 (21/112) 130058;1254.925;200.0059;198.0045;0.9;5.2;4;287.6018;291.6083;0.001;1.122925;2.18414;2.841191;2.379281;1.201871;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1261.077;200.0059;198.0045;0.9;5.2;4;287.7986;303.6529;0.001;-0.6234049;-1.404239;-1.713783;-1.16397;-0.5828128;0.001;0.001;
CF500 SL2 (21/112) 130058;1261.077;200.0059;198.0045;0.9;5.2;4;287.7986;303.6529;0.001;1.070065;1.901334;2.355103;1.973546;0.7154737;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1259.547;200.0059;198.0045;0.9;5.2;4;287.7343;293.7874;0.001;-0.3560252;-0.963634;-1.375957;-0.9506258;-0.7350154;0.001;0.001;
CF500 SL2 (21/112) 130058;1259.547;200.0059;198.0045;0.9;5.2;4;287.7343;293.7874;0.001;-0.3560252;-0.963634;-1.375957;-0.9506258;-0.7350154;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1259.547;200.0059;198.0045;0.9;5.2;4;287.7343;293.7874;0.001;1.318108;2.486928;3.11554;2.571358;1.353093;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1262.029;200.0058;198.0045;0.9;5.2;4;288.4844;313.2768;0.001;-0.6363482;-1.447414;-1.893928;-1.291778;-0.5625758;0.001;0.001;
CF500 SL2 (21/112) 130058;1262.029;200.0058;198.0045;0.9;5.2;4;288.4844;313.2768;0.001;0.6313406;1.65923;2.105523;1.903992;0.8122068;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1262.267;200.0056;198.0045;0.9;5.2;4;287.6694;292.5091;0.001;-0.7511744;-1.097034;-1.489887;-0.9128413;-0.6055178;0.001;0.001;
CF500 SL2 (21/112) 130058;1262.267;200.0056;198.0045;0.9;5.2;4;287.6694;292.5091;0.001;-0.7511744;-1.097034;-1.489887;-0.9128413;-0.6055178;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1262.267;200.0056;198.0045;0.9;5.2;4;287.6694;292.5091;0.001;1.163861;2.243516;2.837586;2.316861;1.196259;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1264.238;200.0056;198.0045;0.9;5.2;4;287.8546;295.9453;0.001;-0.6190142;-1.38174;-1.775039;-1.257339;-0.6403536;0.001;0.001;
CF500 SL2 (21/112) 130058;1264.238;200.0056;198.0045;0.9;5.2;4;287.8546;295.9453;0.001;-0.6190142;-1.38174;-1.775039;-1.257339;-0.6403536;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1264.238;200.0056;198.0045;0.9;5.2;4;287.8546;295.9453;0.001;0.7120558;1.728074;2.045292;1.715474;0.6037336;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1263.682;200.0056;198.0045;0.9;5.2;4;287.0665;278.8537;0.001;-0.5515818;-0.8553118;-1.326465;-0.9067644;-0.7234339;0.001;0.001;
CF500 SL2 (21/112) 130058;1263.682;200.0056;198.0045;0.9;5.2;4;287.0665;278.8537;0.001;-0.5515818;-0.8553118;-1.326465;-0.9067644;-0.7234339;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1263.682;200.0056;198.0045;0.9;5.2;4;287.0665;278.8537;0.001;1.303029;2.497639;2.911679;2.503071;1.138718;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1265.078;200.0056;198.0045;0.9;5.2;4;288.2662;308.1655;0.001;-0.380836;-0.8397059;-1.467292;-1.023746;-0.652122;0.001;0.001;
CF500 SL2 (21/112) 130058;1265.078;200.0056;198.0045;0.9;5.2;4;288.2662;308.1655;0.001;-0.380836;-0.8397059;-1.467292;-1.023746;-0.652122;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1265.078;200.0056;198.0045;0.9;5.2;4;288.2662;308.1655;0.001;1.24223;2.274487;2.906747;2.344098;1.176614;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1255.912;200.0056;198.0045;0.9;5.2;4;288.4917;310.5308;0.001;-0.5260729;-1.319095;-1.689414;-1.249362;-0.6592211;0.001;0.001;
CF500 SL2 (21/112) 130058;1255.912;200.0056;198.0045;0.9;5.2;4;288.4917;310.5308;0.001;-0.5260729;-1.319095;-1.689414;-1.249362;-0.6592211;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1255.912;200.0056;198.0045;0.9;5.2;4;288.4917;310.5308;0.001;0.7960974;1.779202;2.395993;2.005086;0.9748922;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1255.912;200.0053;198.0045;0.9;5.2;4;287.7391;295.111;0.001;-0.6244654;-1.149402;-1.354083;-0.9145083;-0.5206065;0.001;0.001;
CF500 SL2 (21/112) 130058;1255.912;200.0053;198.0045;0.9;5.2;4;287.7391;295.111;0.001;-0.6244654;-1.149402;-1.354083;-0.9145083;-0.5206065;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1255.912;200.0053;198.0045;0.9;5.2;4;287.7391;295.111;0.001;1.241627;2.207337;2.645852;2.309621;0.9992452;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1256.496;200.0053;198.0045;0.9;5.2;4;287.7549;299.4221;0.001;-0.3964343;-1.082271;-1.664497;-1.116886;-0.7304415;0.001;0.001;
CF500 SL2 (21/112) 130058;1256.496;200.0053;198.0045;0.9;5.2;4;287.7549;299.4221;0.001;-0.3964343;-1.082271;-1.664497;-1.116886;-0.7304415;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1256.496;200.0053;198.0045;0.9;5.2;4;287.7549;299.4221;0.001;0.2109571;1.178052;1.860722;1.55687;0.694161;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1259.017;200.0052;198.0045;0.9;5.2;4;287.1071;277.1582;0.001;-1.107116;-1.539775;-1.680435;-1.250431;-0.7203364;0.001;0.001;
CF500 SL2 (21/112) 130058;1259.017;200.0052;198.0045;0.9;5.2;4;287.1071;277.1582;0.001;1.070161;2.076119;2.6703;2.204064;0.8584486;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1257.559;200.0052;198.0045;0.9;5.2;4;287.8379;297.1017;0.001;-0.3160548;-0.8323207;-1.180416;-0.8313059;-0.6150698;0.001;0.001;
CF500 SL2 (21/112) 130058;1257.559;200.0052;198.0045;0.9;5.2;4;287.8379;297.1017;0.001;-0.3160548;-0.8323207;-1.180416;-0.8313059;-0.6150698;0.001;0.001;within limits
CF500 SL2 (21/112) 130058;1257.559;200.0052;198.0045;0.9;5.2;4;287.8379;297.1017;0.001;1.027386;1.880536;2.291962;1.925549;0.7590567;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1259.059;200.0053;198.0045;0.9;5.2;4;287.9402;300.3984;0.001;-0.5845179;-1.307582;-1.853649;-1.326126;-0.8084788;0.001;0.001;
CF500 SL2 (21/112) 130058;1259.059;200.0053;198.0045;0.9;5.2;4;287.9402;300.3984;0.001;1.031701;1.8639;2.250027;1.992886;0.9171758;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130058;1262.718;200.0052;198.0045;0.9;5.2;4;287.7572;292.1507;0.001;-0.3775057;-1.040096;-1.563228;-1.0009;-0.6169924;0.001;0.001;
CF500 SL2 (21/112) 130058;1262.718;200.0052;198.0045;0.9;5.2;4;287.7572;292.1507;0.001;-0.3775057;-1.040096;-1.563228;-1.0009;-0.6169924;0.001;0.001;within limits
CF500 SL2 (21/112) 130057;1262.718;200.0052;198.0045;0.9;5.2;4;287.7572;292.1507;0.001;0.8555418;1.883832;2.150452;1.562249;0.6302038;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130057;1260.101;200.005;198.0045;0.9;5.2;4;287.5598;293.2977;0.001;-0.5321726;-0.8346781;-1.485309;-1.234107;-0.7649493;0.001;0.001;
CF500 SL2 (21/112) 130057;1260.101;200.005;198.0045;0.9;5.2;4;287.5598;293.2977;0.001;-0.5321726;-0.8346781;-1.485309;-1.234107;-0.7649493;0.001;0.001;within limits
CF500 SL2 (21/112) 130057;1260.101;200.005;198.0045;0.9;5.2;4;287.5598;293.2977;0.001;0.7541662;1.572552;2.053349;1.455723;0.4822393;0.001;0.001;importing new beam
CF500 SL2 (21/112) 130057;1259.284;200.005;198.0045;0.9;5.2;4;287.7023;290.0781;0.001;-0.7580294;-1.425929;-1.913047;-1.651901;-1.030971;0.001;0.001;
CF500 SL2 (21/112) 130057;1259.284;200.005;198.0045;0.9;5.2;4;287.7023;290.0781;0.001;0.8683897;1.783326;2.14753;1.542592;0.4986006;0.001;0.001;importing new beam
